SourceLat,SourceLong,DestLat,DestLong
38.91859888324504,-94.73956413542,38.916873261343326,-94.74958263925734
28.900502144896013,-83.31630489901598,38.916873261343326,-94.74958263925734
31.154722126814104,-98.14700504330915,30.228992302313237,-94.80726670981964
37.586343797734365,-88.9502682611281,37.18268850064933,-88.27978056307808
30.42752999383409,-98.33577990566195,30.620390674126266,-98.1267669450257
37.488166845560265,-122.06259927234163,36.976170849894956,-121.45896783977058
39.58660034825277,-101.1509266122412,39.48824930576721,-94.8252680403184
38.97459309574595,-93.80958611012537,35.97015184703958,-112.38878935910087
34.376290134208496,-95.56236430189571,35.059806674561,-88.82386108251221
31.671080277603014,-96.678607577527,31.281458093788892,-98.01302115022641
47.829672130267646,-122.32312901432445,28.39536812813312,-81.54072688441516
32.712480448021694,-96.87231744686926,33.064738794692175,-97.44697603097922
38.948097339336364,-95.07127466084543,38.93168710317604,-94.73442534292731
30.929479400256763,-98.2156448236714,30.42626021287402,-97.66315566428793
45.30741907121668,-121.97800227591406,39.91422626060675,-90.23729445572759
37.784011817433345,-122.40603641112669,37.77843898827625,-122.42321577283724
40.011692921501954,-103.70715565604704,39.004825628463365,-94.62318565339672
37.617896678197866,-96.58053512150605,37.203307032050375,-96.36365020117307
36.49248884914375,-94.48705476771872,37.18268850064933,-88.27978056307808
36.49248884914375,-94.48705476771872,37.586343797734365,-88.9502682611281
36.98070366094706,-117.5551416219853,37.64078893941875,-120.17407600794162
45.116891888463975,-121.2573849170208,44.452619236356774,-120.46087412961359
30.776119646970262,-97.89726001435112,30.620390674126266,-98.1267669450257
38.964529283021434,-77.93687680743976,37.42058532627603,-94.66366373100605
35.62902911695449,-114.88517873298902,28.39536812813312,-81.54072688441516
35.62902911695449,-114.88517873298902,37.948875942192004,-122.445670019188
35.62902911695449,-114.88517873298902,47.829672130267646,-122.32312901432445
38.62462924210249,-95.7063571317568,39.49169440618322,-93.33652811358509
39.429852331706265,-92.3733340043029,39.49169440618322,-93.33652811358509
39.429852331706265,-92.3733340043029,38.62462924210249,-95.7063571317568
30.413001378189676,-97.2456386538303,30.929479400256763,-98.2156448236714
39.04269644791176,-95.82426969837648,38.592637879039984,-96.96951908765811
38.79046266686342,-96.36598393062927,39.14182353015143,-93.24067450806572
38.807764094953335,-105.49285469150006,38.93168710317604,-94.73442534292731
38.807764094953335,-105.49285469150006,39.10535929254584,-96.17366201959999
38.807764094953335,-105.49285469150006,38.948097339336364,-95.07127466084543
37.80745078125045,-122.3455453876985,36.94173634606365,-115.062206049615
38.923131262137495,-94.62837082615,38.93168710317604,-94.73442534292731
33.28528529307036,-95.09667306527041,32.712480448021694,-96.87231744686926
38.63666815339969,-92.941815580207,38.592637879039984,-96.96951908765811
38.63666815339969,-92.941815580207,39.04269644791176,-95.82426969837648
39.049647632365215,-95.63810326866522,37.586343797734365,-88.9502682611281
32.775138173468235,-97.3335593021465,30.947156184300013,-97.20888738728596
39.53406611571764,-105.56464277612943,38.80446921722147,-95.34115463087109
36.8328042477384,-85.35389725653364,32.48230990789126,-97.41540169059877
36.036963186738575,-87.7727329059243,37.42058532627603,-94.66366373100605
36.95794326795118,-88.94334073057442,30.849851754118,-99.94601480566757
36.95794326795118,-88.94334073057442,36.036963186738575,-87.7727329059243
38.67393322087466,-98.27431382112442,39.48824930576721,-94.8252680403184
38.67393322087466,-98.27431382112442,39.145870212477774,-94.75493184831112
38.67393322087466,-98.27431382112442,39.58660034825277,-101.1509266122412
38.67393322087466,-98.27431382112442,39.10535929254584,-96.17366201959999
38.67393322087466,-98.27431382112442,38.948097339336364,-95.07127466084543
38.67393322087466,-98.27431382112442,36.64303225,-93.26667767
38.67393322087466,-98.27431382112442,45.531113798507135,-122.65805800109284
38.67393322087466,-98.27431382112442,38.807764094953335,-105.49285469150006
38.809366510195275,-98.08700044222284,38.2994197045133,-96.9187285913842
38.315422053060004,-92.96596489936,38.99470556025536,-94.47231241393058
35.478068509450495,-97.52843900701394,35.62591551177599,-97.571569473536
32.77827007712179,-97.19919863284052,32.86924607166863,-96.98087745312547
41.82375100805879,-72.90705230606159,41.62674152948983,-73.04294131116957
37.479054263267756,-77.80642562312998,39.11428946260136,-76.80911047624792
41.19563765046401,-74.17919624281598,42.43128807303317,-86.72625228797806
37.717663972524,-122.16173267213335,40.45570162835425,-74.53808726875154
37.717663972524,-122.16173267213335,39.675188670025676,-104.98004310581909
47.29963824046425,-122.25915425192991,47.602667232124354,-122.27145192812951
32.85700033513333,-97.10676379437729,31.30962429606884,-96.2715887644408
32.85700033513333,-97.10676379437729,32.77827007712179,-97.19919863284052
40.10465997444402,-76.99669770917741,34.69795432243696,-83.86270463415653
28.263372857274817,-81.36156215165933,27.99559951665945,-81.4627454324938
43.04474301752931,-87.95374615666266,40.61480519549161,-74.84700970271619
40.78588960529,-74.005489734786,40.65794331953913,-74.17132172981275
29.249661830796004,-82.1138101635752,28.263372857274817,-81.36156215165933
38.9931584447864,-91.96888873686878,40.46749104653122,-94.65473531508962
36.064248349394,-115.15131145599806,37.706842199966665,-103.60512490928934
40.49739681376371,-95.0610377314055,37.88726484502335,-115.74513541593274
32.748789585599994,-96.117657674092,32.77827007712179,-97.19919863284052
33.80888281501812,-84.41206626793495,33.814688499783934,-84.25194414838285
40.748698043430096,-74.11153915030367,39.23983770212803,-83.79086866474076
37.546027170664956,-79.88376087502249,35.333888921521506,-85.08710369848811
37.973401963966005,-122.03502397178998,37.948875942192004,-122.445670019188
