SourceLat,SourceLong,DestLat,DestLong
38.91859888324504,-94.73956413542,38.916873261343326,-94.74958263925734
28.900502144896013,-83.31630489901598,38.916873261343326,-94.74958263925734
28.900502144896013,-83.31630489901598,38.91859888324504,-94.73956413542
36.5168016009232,-112.80420288807946,38.999169901937975,-92.393720909582
37.2679936076313,-120.20681587297369,39.692535797204,-96.75611461844795
37.40904724460931,-120.78624808552617,36.85806497206392,-118.8912083957249
37.40904724460931,-120.78624808552617,37.2679936076313,-120.20681587297369
30.228992302313237,-94.80726670981964,30.27557898100133,-97.74321767224801
38.14839249859138,-97.83700084167343,39.14182353015143,-93.24067450806572
37.502510667826094,-122.20753781193476,36.466664664759996,-117.27884687157278
37.4463463141,-116.37224855851109,38.08020648941,-100.62097849954
35.93926368645974,-105.66045801391199,39.14182353015143,-93.24067450806572
35.93926368645974,-105.66045801391199,30.228992302313237,-94.80726670981964
31.154722126814104,-98.14700504330915,30.228992302313237,-94.80726670981964
39.442949471267696,-89.38671657159342,38.87725117950345,-94.6037376631414
37.586343797734365,-88.9502682611281,37.18268850064933,-88.27978056307808
30.633344803264443,-97.78034320195104,32.10074728422498,-102.01158710776348
30.633344803264443,-97.78034320195104,31.37027397379148,-98.01888954412337
42.156711652124,-112.771868170068,38.647955526020006,-86.90633314916401
31.955848799692003,-102.29180996610943,32.10074728422498,-102.01158710776348
31.955848799692003,-102.29180996610943,31.37027397379148,-98.01888954412337
31.955848799692003,-102.29180996610943,30.633344803264443,-97.78034320195104
30.42752999383409,-98.33577990566195,30.620390674126266,-98.1267669450257
37.488166845560265,-122.06259927234163,36.976170849894956,-121.45896783977058
38.533543175497535,-100.89899246558923,42.156711652124,-112.771868170068
38.68201706935145,-99.8418406444804,46.56696505258334,-122.51038866715
38.68201706935145,-99.8418406444804,38.533543175497535,-100.89899246558923
38.93168710317604,-94.73442534292731,38.999169901937975,-92.393720909582
38.93168710317604,-94.73442534292731,39.145870212477774,-94.75493184831112
39.58660034825277,-101.1509266122412,39.48824930576721,-94.8252680403184
39.58660034825277,-101.1509266122412,38.93168710317604,-94.73442534292731
38.97459309574595,-93.80958611012537,35.97015184703958,-112.38878935910087
38.97459309574595,-93.80958611012537,39.442949471267696,-89.38671657159342
34.376290134208496,-95.56236430189571,35.059806674561,-88.82386108251221
29.79558123725411,-93.2858975243842,31.37027397379148,-98.01888954412337
37.59221598698908,-121.7653496055126,37.77843898827625,-122.42321577283724
37.77829150788,-122.41179784234669,37.77843898827625,-122.42321577283724
35.55669793295163,-96.0650828951888,35.45557577111892,-80.20454131844386
35.55669793295163,-96.0650828951888,37.488166845560265,-122.06259927234163
35.55669793295163,-96.0650828951888,38.533543175497535,-100.89899246558923
35.55669793295163,-96.0650828951888,38.68201706935145,-99.8418406444804
37.41434140735,-122.139988762425,35.20979336830371,-117.1629053562445
31.671080277603014,-96.678607577527,31.281458093788892,-98.01302115022641
35.14264159002918,-107.22183594907291,46.56696505258334,-122.51038866715
37.84226789610084,-94.69155973633958,39.14182353015143,-93.24067450806572
37.84226789610084,-94.69155973633958,38.999169901937975,-92.393720909582
37.84226789610084,-94.69155973633958,35.93926368645974,-105.66045801391199
37.84226789610084,-94.69155973633958,38.93168710317604,-94.73442534292731
37.84226789610084,-94.69155973633958,38.97459309574595,-93.80958611012537
37.84226789610084,-94.69155973633958,35.05267319729467,-95.21959535487466
37.42058532627603,-94.66366373100605,38.999169901937975,-92.393720909582
37.42058532627603,-94.66366373100605,38.97459309574595,-93.80958611012537
32.76336344972779,-91.2493029691722,35.45557577111892,-80.20454131844386
32.76336344972779,-91.2493029691722,38.68201706935145,-99.8418406444804
30.70324638178421,-96.18492441579995,31.35188636760053,-97.4893539221056
38.9853286667,-94.60850715,38.97459309574595,-93.80958611012537
47.829672130267646,-122.32312901432445,28.39536812813312,-81.54072688441516
32.712480448021694,-96.87231744686926,33.064738794692175,-97.44697603097922
36.21369971241715,-117.34782455260692,36.466664664759996,-117.27884687157278
36.21369971241715,-117.34782455260692,35.9265209935892,-116.65053558617731
30.826603479472734,-99.35358079867271,37.40904724460931,-120.78624808552617
30.826603479472734,-99.35358079867271,37.223057221731636,-120.91569495065633
39.157009489189186,-94.6543621062108,39.14182353015143,-93.24067450806572
39.157009489189186,-94.6543621062108,38.14839249859138,-97.83700084167343
39.157009489189186,-94.6543621062108,32.429978930620685,-96.74271375170862
39.10535929254584,-96.17366201959999,38.93168710317604,-94.73442534292731
38.91130904249599,-94.74912908646,38.91859888324504,-94.73956413542
30.713752159175602,-97.78810079204064,31.35188636760053,-97.4893539221056
38.948097339336364,-95.07127466084543,38.93168710317604,-94.73442534292731
35.86464299986551,-88.73590784085172,35.45557577111892,-80.20454131844386
35.86464299986551,-88.73590784085172,32.76336344972779,-91.2493029691722
35.86464299986551,-88.73590784085172,28.446442935112604,-84.48437799406524
30.5104169372483,-97.88013099845892,31.35188636760053,-97.4893539221056
36.49467046795207,-117.99212631196976,31.671080277603014,-96.678607577527
36.49467046795207,-117.99212631196976,30.826603479472734,-99.35358079867271
30.42626021287402,-97.66315566428793,30.228992302313237,-94.80726670981964
39.039983948477136,-94.51955808372,38.87725117950345,-94.6037376631414
39.039983948477136,-94.51955808372,38.592637879039984,-96.96951908765811
38.99470556025536,-94.47231241393058,38.999169901937975,-92.393720909582
38.99470556025536,-94.47231241393058,38.97459309574595,-93.80958611012537
38.99470556025536,-94.47231241393058,37.42058532627603,-94.66366373100605
